model,family,scope,a,b,case,outcome,n_matched,win,loss,tie,n_disc,p,testable,p_holm
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_dense_enriched,chunk500_dense,B,answered_ungrounded,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_hybrid_enriched,chunk500_hybrid,B,answered_ungrounded,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_bm25_enriched,chunk200_bm25,C,abstained,2,0,1,1,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_dense_enriched,chunk200_dense,C,abstained,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_hybrid_enriched,chunk200_hybrid,C,abstained,3,0,2,1,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_bm25_enriched,chunk500_bm25,C,abstained,2,0,1,1,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_dense_enriched,chunk500_dense,C,abstained,4,0,2,2,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_hybrid_enriched,chunk500_hybrid,C,abstained,3,0,1,2,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_bm25_enriched,chunk200_bm25,C,answered_grounded_correct,2,1,0,1,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_dense_enriched,chunk200_dense,C,answered_grounded_correct,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_hybrid_enriched,chunk200_hybrid,C,answered_grounded_correct,3,2,0,1,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_bm25_enriched,chunk500_bm25,C,answered_grounded_correct,2,1,0,1,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_dense_enriched,chunk500_dense,C,answered_grounded_correct,4,2,0,2,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_hybrid_enriched,chunk500_hybrid,C,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_bm25_enriched,chunk200_bm25,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_dense_enriched,chunk200_dense,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_hybrid_enriched,chunk200_hybrid,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_bm25_enriched,chunk500_bm25,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_dense_enriched,chunk500_dense,C,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_hybrid_enriched,chunk500_hybrid,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_bm25_enriched,chunk200_bm25,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_dense_enriched,chunk200_dense,C,answered_ungrounded,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk200_hybrid_enriched,chunk200_hybrid,C,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_bm25_enriched,chunk500_bm25,C,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_dense_enriched,chunk500_dense,C,answered_ungrounded,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 1 — representation,comparative (n=11),chunk500_hybrid_enriched,chunk500_hybrid,C,answered_ungrounded,3,1,0,2,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,B,abstained,31,1,2,28,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,B,abstained,30,2,2,26,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,B,abstained,29,3,2,24,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,B,abstained,29,3,2,24,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,B,abstained,29,2,1,26,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,B,abstained,30,1,1,28,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,B,abstained,28,2,2,24,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,B,abstained,29,3,2,24,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,B,abstained,28,2,1,25,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,B,abstained,26,3,4,19,7,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,B,abstained,27,3,2,22,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,B,abstained,28,2,1,25,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,B,abstained,28,3,1,24,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_hybrid,B,abstained,28,3,2,23,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_dense,chunk500_hybrid,B,abstained,29,1,1,27,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,B,answered_grounded_correct,31,1,0,30,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,B,answered_grounded_correct,30,1,0,29,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,B,answered_grounded_correct,29,0,2,27,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,B,answered_grounded_correct,29,1,3,25,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,B,answered_grounded_correct,29,1,1,27,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,B,answered_grounded_correct,30,0,0,30,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,B,answered_grounded_correct,28,0,2,26,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,B,answered_grounded_correct,29,0,3,26,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,B,answered_grounded_correct,28,0,1,27,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,B,answered_grounded_correct,26,0,2,24,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,B,answered_grounded_correct,27,0,3,24,3,0.25,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,B,answered_grounded_correct,28,0,1,27,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,B,answered_grounded_correct,28,1,1,26,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_hybrid,B,answered_grounded_correct,28,1,0,27,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_dense,chunk500_hybrid,B,answered_grounded_correct,29,2,0,27,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,B,answered_grounded_offtarget,31,1,1,29,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,B,answered_grounded_offtarget,30,2,2,26,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,B,answered_grounded_offtarget,29,3,2,24,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,B,answered_grounded_offtarget,29,2,1,26,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,B,answered_grounded_offtarget,29,0,0,29,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,B,answered_grounded_offtarget,30,2,1,27,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,B,answered_grounded_offtarget,28,3,1,24,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,B,answered_grounded_offtarget,29,2,0,27,2,0.5,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,B,answered_grounded_offtarget,28,1,1,26,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,B,answered_grounded_offtarget,26,4,2,20,6,0.6875,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,B,answered_grounded_offtarget,27,1,0,26,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,B,answered_grounded_offtarget,28,2,2,24,4,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,B,answered_grounded_offtarget,28,1,3,24,4,0.625,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_hybrid,B,answered_grounded_offtarget,28,2,3,23,5,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_dense,chunk500_hybrid,B,answered_grounded_offtarget,29,1,2,26,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,B,answered_ungrounded,31,0,0,31,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,B,answered_ungrounded,30,0,1,29,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,B,answered_ungrounded,29,0,0,29,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,B,answered_ungrounded,29,0,0,29,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,B,answered_ungrounded,29,0,1,28,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,B,answered_ungrounded,30,0,1,29,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,B,answered_ungrounded,28,0,0,28,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,B,answered_ungrounded,29,0,0,29,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,B,answered_ungrounded,28,0,0,28,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,B,answered_ungrounded,26,1,0,25,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,B,answered_ungrounded,27,1,0,26,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,B,answered_ungrounded,28,1,1,26,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,B,answered_ungrounded,28,0,0,28,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_hybrid,B,answered_ungrounded,28,0,1,27,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_dense,chunk500_hybrid,B,answered_ungrounded,29,0,1,28,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,C,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,C,abstained,4,1,0,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,C,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,C,abstained,5,1,0,4,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,C,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,C,abstained,1,1,0,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,C,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,C,abstained,3,1,0,2,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,C,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,C,abstained,6,1,0,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,C,abstained,4,0,1,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_hybrid,C,abstained,5,1,1,3,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_dense,chunk500_hybrid,C,abstained,6,1,0,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,C,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,C,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,C,answered_grounded_correct,4,1,1,2,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,C,answered_grounded_correct,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,C,answered_grounded_correct,5,0,1,4,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,C,answered_grounded_correct,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,C,answered_grounded_correct,1,0,1,0,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,C,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,C,answered_grounded_correct,3,0,1,2,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,C,answered_grounded_correct,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,C,answered_grounded_correct,6,0,1,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,C,answered_grounded_correct,4,1,1,2,2,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_hybrid,C,answered_grounded_correct,5,1,2,2,3,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_dense,chunk500_hybrid,C,answered_grounded_correct,6,0,1,5,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_dense,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk200_hybrid,C,answered_grounded_offtarget,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_bm25,C,answered_grounded_offtarget,4,0,1,3,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_dense,C,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_bm25,chunk500_hybrid,C,answered_grounded_offtarget,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk200_hybrid,C,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_bm25,C,answered_grounded_offtarget,1,0,0,1,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_dense,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_dense,chunk500_hybrid,C,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_bm25,C,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_dense,C,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk200_hybrid,chunk500_hybrid,C,answered_grounded_offtarget,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 2 — chunk size and strategy within text_only,pooled (n=45),chunk500_bm25,chunk500_dense,C,answered_grounded_offtarget,4,1,0,3,1,1.0,True,1.0
